	GSM5952180	GSM5952181	GSM5952182	GSM5952183	GSM5952184	GSM5952185	GSM5952186	GSM5952187	GSM5952188	GSM5952189	GSM5952190	GSM5952191	
LOC105375472	0	0	0	0	1	0	1	1	1	0	0	1	280
LOC107986747	0	0	0	0	0	0	0	0	0	0	1	0	20
LOC105375473	0	0	0	0	0	0	1	2	0	0	0	0	42
LINC02476	0	0	0	2	3	1	1	5	6	0	8	2	5
LOC107986840	0	0	0	0	0	3	0	4	4	1	5	0	1
LOC105375477	0	0	0	0	0	0	0	1	0	0	0	0	11
KCND2	2	0	0	0	0	0	1	3	0	0	0	0	8276
TSPAN12	7	0	2	0	0	1	1	4	1	0	7	3	1362
ING3	756	1037	1364	1520	1771	864	937	887	456	815	395	689	2292
CPED1	15	143	91	239	261	17	179	44	67	249	15	16	1878
WNT16	5	7	2	7	20	35	18	12	7	10	2	8	207
FAM3C	100	1028	336	629	566	1411	982	1214	486	546	74	312	5514
LOC105375478	0	0	0	0	0	0	0	0	0	0	0	0	11
PTPRZ1	1	1	0	0	0	1	1	3	0	0	0	0	143234
AASS	16	121	159	75	141	248	252	249	122	105	96	169	6213
LOC102724527	0	0	0	0	0	0	0	1	0	0	0	0	207
FEZF1	0	0	0	0	0	1	0	2	0	0	0	1	3
FEZF1-AS1	0	0	0	0	0	0	0	0	0	0	1	0	13
CADPS2	0	2	1	0	0	5	1	13	3	0	3	0	1143
LOC105375481	0	0	0	0	0	0	0	0	0	0	0	0	22
RNF133	1	0	0	0	0	1	0	1	0	0	0	0	43
RNF148	0	0	0	0	0	0	0	0	0	0	0	0	36
LOC105375482	0	0	0	0	0	0	0	0	0	0	0	1	0
TAS2R16	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A1	1	0	0	0	2	1	1	4	0	0	0	1	17
IQUB	3	3	10	8	14	5	15	8	2	7	2	2	1046
NDUFA5	512	1506	664	1475	1059	1819	1610	1575	862	1218	219	755	4111
ASB15	1	0	6	5	3	3	1	6	3	3	21	23	19
ASB15-AS1	0	0	0	0	0	0	0	0	0	0	0	6	3
LMOD2	0	4	8	9	25	1	9	3	1	3	36	20	5
WASL	274	612	182	654	889	447	636	481	216	446	100	178	6879
HYAL4	0	0	0	0	2	5	5	8	2	0	1	2	4
HYAL6P	0	0	0	0	0	0	0	0	0	0	0	0	2
SPAM1	0	0	0	0	0	1	0	5	0	0	3	0	3
LOC105375483	0	0	0	0	0	2	0	1	0	0	1	1	0
TMEM229A	0	0	0	0	0	1	0	2	1	0	0	0	4
LOC105375484	0	0	0	0	0	0	0	0	0	0	0	0	12
LOC107986841	0	0	0	0	0	1	0	5	0	0	3	0	4
LOC101928211	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC102724577	0	0	0	0	0	1	0	4	0	0	0	0	0
LOC107986842	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR37	0	0	0	0	2	0	0	0	0	0	0	0	89
LINC03043	0	0	0	0	0	0	0	0	0	0	0	0	2
POT1	382	363	347	449	522	1034	667	809	324	517	29	121	3690
POT1-AS1	6	13	3	14	16	15	16	32	17	9	6	10	537
LINC02830	0	0	0	0	0	0	0	0	0	0	0	0	146
LOC101928283	0	0	0	0	0	0	1	0	0	0	0	1	45
LOC101928254	0	0	0	0	0	0	0	0	0	0	0	0	33
LOC100506664	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375487	0	0	0	0	0	0	0	1	0	0	0	1	0
LOC105375488	0	0	0	0	0	0	0	0	0	0	0	0	2
GRM8	0	0	2	2	1	2	0	3	0	1	4	5	20
LOC101928357	0	0	0	0	0	0	1	2	0	0	1	0	9
LOC107986843	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR592	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM8-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF800	2145	3312	1663	3302	5363	2615	3280	2431	834	2203	280	795	9697
LINC03012	0	0	0	0	0	1	0	0	0	0	1	1	2
LOC105375490	2	0	0	0	0	1	0	0	0	1	4	1	13
GCC1	1217	966	765	1015	2842	1314	772	1587	348	647	156	540	1474
ARF5	3394	2375	1938	1999	2553	2242	2153	2007	1899	2095	483	2056	128
LOC105375489	298	223	215	257	348	323	258	228	446	304	192	411	28
FSCN3	9	1	4	7	18	5	3	5	3	6	0	9	14
PAX4	0	0	0	0	0	0	0	0	0	0	0	0	0
SND1	1661	3914	1454	4062	3525	6568	4473	6862	3481	4274	612	1579	4617
LOC105375492	39	8	43	4	30	13	12	11	24	14	22	29	348
SND1-IT1	3	13	11	9	42	83	121	200	145	132	138	207	207
LRRC4	1507	500	1568	247	838	19	74	57	50	204	109	220	492
MIR593	0	1	2	0	0	1	6	1	0	0	0	0	2
LOC105375493	1	0	0	0	1	0	0	0	0	3	0	3	13
MIR129-1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375494	5	7	25	6	26	0	1	0	0	2	7	27	5
LEP	4	0	1	3	4	0	1	3	0	1	1	1	7
RBM28	112	1012	316	1101	519	1586	1467	1454	843	887	249	353	4045
PRRT4	7	97	23	8	11	3	9	7	5	3	0	10	23
LOC107986845	57	28	22	31	68	16	25	12	56	41	14	25	13
IMPDH1	8365	2878	3038	2921	4471	1173	2367	1158	1898	2686	480	1879	200
HILPDA-AS1	45	12	129	15	14	29	25	53	17	10	42	28	1372
HILPDA	301	21	140	27	43	141	26	129	20	15	36	32	2408
METTL2B	56	271	143	283	255	652	294	472	168	262	36	66	1130
LOC101928451	586	1865	1037	1720	1456	789	1211	795	334	782	560	407	2320
LINC01000	1364	2517	1559	2854	3023	3015	4510	3690	1312	2746	1228	2604	845
GARIN1A	28	32	55	48	110	37	57	56	54	49	204	164	240
GARIN1B	1	0	2	2	0	0	0	0	0	1	0	2	57
CALU	557	1918	961	1927	1776	1990	1282	2607	888	1075	218	597	12198
OPN1SW	4	17	15	30	16	28	31	30	10	23	3	16	81
TRP-AGG2-3	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC136	4	65	31	216	92	239	239	210	151	132	83	94	4986
LOC107986846	0	0	0	0	0	1	1	1	6	0	4	7	39
FLNC	3	6	3	9	16	3	4	4	1	3	2	3	3441
FLNC-AS1	0	0	2	2	11	0	0	0	0	0	3	13	55
ATP6V1F	1587	2904	1773	2489	2039	1545	1696	2106	1214	1611	551	1773	249
ATP6V1FNB	15	26	42	73	91	38	38	34	45	84	11	45	59
KCP	1	19	5	20	7	29	19	36	37	20	12	9	8
LOC105375497	0	0	1	0	0	2	0	3	0	0	0	0	1
IRF5	597	3699	823	3371	1974	1552	1120	1873	929	2440	107	672	81
TNPO3	5778	1910	1574	2051	1699	2910	2085	2382	1505	1666	612	1117	4533
TPI1P2	161	85	106	44	56	84	38	64	21	44	2	19	102
LOC407835	58	50	43	56	64	52	54	49	43	41	3	21	4
TSPAN33	133	1392	663	1065	409	2829	1723	2777	1024	1304	629	1090	267
SMO	1	9	6	6	7	40	11	9	1	15	8	32	215
AHCYL2	178	208	222	514	467	902	937	767	145	882	17	87	2653
LOC105375500	0	0	4	4	6	1	11	8	3	12	2	15	63
LOC107986847	1	1	0	8	3	11	11	11	7	10	16	16	128
STRIP2	9	41	15	50	32	386	87	240	15	23	9	9	691
SMKR1	2	8	1	10	10	43	48	37	38	22	4	10	35
LOC107986848	3	1	0	43	13	73	125	69	57	29	2	14	0
NRF1	691	872	561	1005	755	1119	1078	1086	623	685	226	661	449
LOC105375501	0	0	0	1	2	0	0	4	0	0	1	3	0
MIR182	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR183	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2H	22222	2822	7074	3571	3682	2677	3735	2091	1469	2789	919	2655	9063
ZC3HC1	119	316	152	324	213	572	303	435	268	221	68	201	389
KLHDC10	1034	842	589	1155	911	1283	1214	1126	422	887	101	240	4574
LINC03008	0	1	0	0	0	4	4	2	1	1	1	2	0
TMEM209	159	961	240	909	389	1654	847	1198	385	613	46	156	2700
SSMEM1	0	3	2	1	1	3	2	3	1	2	4	2	16
CPA2	0	0	2	0	0	0	0	0	0	0	0	2	3
CPA4	0	0	1	0	0	0	0	1	2	0	0	1	85
LOC105375503	0	0	0	0	0	0	0	1	0	0	0	1	10
CPA5	1	13	1	0	3	4	5	2	10	4	1	1	12
LOC105375504	0	1	1	0	0	0	1	0	0	0	0	0	1
CPA1	0	0	0	0	0	0	0	0	0	0	0	0	3
CEP41	55	89	51	78	112	457	395	278	282	211	80	77	1433
LOC105375505	1	0	0	0	0	0	0	0	0	0	0	0	13
MEST	61	73	233	62	90	158	259	91	119	150	20	53	5160
MESTIT1	0	1	1	0	0	0	2	0	2	1	4	0	341
MIR335	0	0	0	0	0	0	1	1	0	0	0	0	183
COPG2	577	229	179	311	228	751	382	472	194	380	28	62	3165
COPG2IT1	0	1	0	4	5	16	32	11	14	7	2	9	1018
TSGA13	14	9	4	5	4	9	8	5	1	5	1	2	41
KLF14	107	1	2	0	0	0	1	0	0	1	1	1	0
LOC105375508	292	3	18	4	3	1	3	5	6	4	2	9	35
LOC105375509	115	2	9	0	2	0	1	1	1	0	1	2	14
MIR29A	1	3	1	1	1	2	0	0	0	2	3	9	27
MIR29B1	2	0	0	0	1	0	1	0	0	0	5	2	3
LINC-PINT	1236	1793	2726	2011	3200	723	1197	851	620	965	959	2904	1678
LINC00513	53	12	40	6	90	17	16	18	56	44	120	93	219
MKLN1	2027	2357	2615	3488	3105	2015	2303	1928	1075	2122	1373	952	26553
MKLN1-AS	9	17	14	22	20	58	33	47	17	24	25	32	265
PODXL	16	40	20	52	74	89	82	71	36	61	49	35	4069
LOC107986849	0	0	0	0	0	0	0	0	0	0	0	0	15
LOC101928782	0	0	0	0	0	0	0	0	0	0	0	0	2
PLXNA4	10	118	60	181	171	129	206	114	58	136	158	65	1363
LOC101928807	0	0	0	0	0	1	0	0	1	0	1	0	7
LOC105375511	0	0	0	0	0	0	1	0	0	1	2	0	19
LOC102724906	0	1	0	0	1	0	0	0	0	0	0	0	7
FLJ40288	0	0	0	0	0	0	0	1	1	0	0	1	0
LOC100506937	0	0	0	0	0	0	0	0	0	0	0	0	8
CHCHD3	496	543	314	647	816	1179	896	930	446	795	41	210	2601
MIR3654	478	2245	1021	2097	2458	4197	2900	3278	3651	1867	678	3175	91
LOC105375512	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC4	1274	1658	602	1673	980	1427	1486	1229	1116	1428	158	400	6950
MIR6133	0	0	0	0	0	0	1	0	0	0	0	0	6
LOC101928861	0	1	0	0	3	3	5	2	6	7	4	15	59
LOC105375513	12	23	7	33	36	39	91	71	133	48	257	155	215
LOC105375514	7	8	2	8	17	22	54	40	84	28	363	200	175
LRGUK	7	15	14	27	45	20	34	30	23	31	34	44	1696
SLC35B4	121	460	126	540	316	1012	688	572	382	492	112	145	3621
LOC105375518	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105375517	0	0	0	0	0	2	0	3	0	2	0	0	4
LINC03060	0	2	0	2	0	18	6	6	1	2	0	1	45
AKR1B1	122	975	378	1113	1063	2633	1576	1918	1213	1079	118	622	508
AKR1B10	0	0	0	0	0	1	0	2	0	0	1	1	13
LOC105375520	0	0	1	1	1	1	0	3	1	0	1	1	39
AKR1B15	0	0	1	0	0	0	0	3	0	1	0	0	10
BPGM	680	1030	1720	1278	726	908	846	914	288	717	91	584	1004
LOC107986850	0	0	0	0	4	4	3	5	1	6	4	3	11
CALD1	9	144	128	138	60	108	459	79	253	278	277	113	9490
AGBL3	18	47	115	245	84	276	130	232	48	62	21	62	1221
CYREN	1680	1884	3328	2125	2600	3062	2157	2682	1123	1846	2068	1895	2325
TMEM140	722	780	1493	725	1112	1044	646	956	306	678	143	205	355
WDR91	385	697	539	1098	1255	995	952	795	441	774	275	707	525
MIR6509	0	3	3	2	0	1	1	0	0	1	0	0	9
STRA8	3	0	25	1	0	0	0	0	0	0	2	0	3
LOC107984123	0	1	2	0	0	0	1	5	0	1	13	0	1
CNOT4	1514	921	1243	1212	1139	924	933	866	403	664	234	397	4980
NUP205	306	2090	715	2598	1587	2658	1929	1645	833	1372	73	425	8192
STMP1	2818	2506	1773	1819	1319	1314	2155	1353	1575	2081	523	1175	1857
SLC13A4	1	3	2	10	5	25	44	47	28	25	11	28	100
LOC105375521	4	7	1	8	14	31	37	53	51	20	43	17	79
FAM180A	0	0	0	1	2	2	2	4	1	1	7	1	1001
LOC105375522	0	0	0	0	0	0	0	0	0	0	0	0	1
LUZP6	9035	8337	8008	6734	5025	3556	5095	2940	1999	6085	609	1437	6002
MTPN	9035	8337	8008	6734	5025	3556	5095	2940	1999	6085	609	1437	6002
LOC105375523	12	16	8	28	44	26	68	25	23	73	0	3	85
LOC105375524	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM2	0	0	0	0	0	0	0	2	1	1	0	0	23
LOC349160	0	0	0	0	1	0	0	2	1	0	2	1	1
MIR490	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375525	0	0	0	0	0	0	0	0	0	0	0	0	82
PTN	0	1	0	0	1	1	1	1	2	0	0	1	11211
LOC105375527	0	0	0	0	0	0	0	0	0	0	0	1	1015
DGKI	0	3	2	6	1	49	11	28	4	4	5	1	6321
CREB3L2	698	1584	1091	1878	1101	1732	1727	1831	757	1237	87	268	1169
CREB3L2-AS1	0	0	0	0	2	0	1	2	0	0	0	0	21
AKR1D1	0	0	0	0	0	1	0	3	0	1	4	0	3
MIR4468	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986749	0	0	0	0	0	0	0	1	0	0	0	0	7
TRIM24	469	785	422	919	1384	922	1029	762	466	787	123	256	7854
SVOPL	2	4	0	5	6	3	9	6	9	7	3	11	154
ATP6V0A4	0	1	0	0	0	3	0	1	0	1	2	3	11
TMEM213	0	1	0	1	1	3	2	5	6	2	9	5	5
KIAA1549	0	5	7	7	12	31	22	24	3	11	7	4	1706
ZC3HAV1L	3	77	41	64	16	171	148	139	65	96	17	27	65
LOC107986852	2	17	9	10	3	15	19	7	23	15	19	18	3
ZC3HAV1	13976	7028	20832	12080	12777	7444	9372	6788	5765	7677	9584	7151	4140
MIR10399	208	94	351	167	154	152	220	176	98	140	82	113	16
TTC26	61	28	184	23	91	158	52	83	19	36	20	19	1568
UBN2	337	606	482	793	684	960	1211	1255	642	802	248	328	6747
LUC7L2	863	1776	1110	2052	2091	1978	1797	1946	1152	1262	1243	1701	2114
FMC1	35	29	29	38	54	113	61	87	73	55	15	20	60
TRR-CCT4-1	1	0	2	0	8	0	1	1	1	1	5	0	6
FMC1-LUC7L2	752	1419	979	1719	1808	1830	1624	1813	1139	1167	1185	1639	1771
LOC100129148	137	268	155	276	308	300	285	314	160	180	141	174	320
KLRG2	0	1	0	1	2	4	3	4	1	2	3	0	11
CLEC2L	0	7	5	7	10	0	64	1	40	25	35	25	0
HIPK2	2300	11296	3849	9051	1841	3897	4227	3856	1909	2615	986	1330	10490
LOC105375530	1	24	0	3	0	2	2	7	0	0	0	1	62
TBXAS1	14093	2741	5320	3874	4014	254	1556	398	972	3245	200	967	272
LOC107986853	847	1650	640	839	382	17	141	89	39	253	14	103	37
LOC105375532	1029	879	1339	1411	551	41	429	79	276	494	626	380	63
PARP12	1723	2342	2020	2129	3057	4610	3031	4997	2182	5301	721	2232	270
KDM7A	3785	7062	3522	7729	4250	1836	4591	2873	1347	4420	1300	1971	2572
KDM7A-DT	137	241	79	149	131	293	442	471	162	303	58	112	58
LOC107986854	1	0	1	4	1	1	1	2	1	12	0	2	4
LOC105375534	12	0	17	1	7	1	0	0	0	3	0	1	3
SLC37A3	2372	540	935	719	435	1009	689	916	343	598	63	368	1405
RAB19	126	71	63	47	33	179	64	170	40	28	24	24	3
MKRN1	7561	5378	8116	7200	7214	4706	5362	4659	2873	5951	1436	3455	3040
DENND2A	3	2	1	3	4	6	1	7	7	1	8	7	1859
LOC105375535	0	0	2	1	0	2	1	1	1	2	17	17	7
LOC107986718	0	2	0	3	3	4	13	7	1	8	8	6	32
ADCK2	77	275	84	325	379	872	477	468	377	453	43	204	155
NDUFB2-AS1	32	131	70	140	139	190	164	125	199	147	273	162	33
NDUFB2	136	508	165	392	517	766	630	607	914	637	144	421	264
BRAF	2233	3065	3258	3552	2825	2191	1897	2010	565	1438	718	879	7259
LOC105375536	2	2	5	5	79	1	3	5	4	3	35	60	89
LOC107986720	1	0	0	0	0	0	0	0	0	0	1	1	0
MRPS33	51	246	109	237	264	1024	424	923	411	344	66	273	683
LOC107986719	0	0	0	0	0	0	0	0	0	0	0	2	2
LOC105375537	0	0	1	0	0	0	0	0	0	0	7	2	7
TMEM178B	0	15	3	15	5	206	33	109	3	31	3	3	4902
AGK-DT	0	1	1	3	1	10	1	4	5	1	3	0	187
AGK	269	2330	529	2515	1503	4418	3685	3573	1053	2085	172	626	4007
DENND11	154	2119	455	2298	1418	3249	2598	2588	639	1584	113	466	3641
WEE2-AS1	6	8	10	23	18	32	21	44	19	29	14	24	101
WEE2	4	6	4	2	10	7	6	12	4	12	40	6	155
SSBP1	616	1788	727	1673	1197	2285	1435	1694	1162	1205	88	650	2112
TAS2R3	0	0	0	1	2	4	0	1	0	0	0	0	169
TAS2R4	0	0	2	1	3	11	3	12	1	5	0	0	250
TAS2R5	2	1	3	6	8	22	15	49	9	10	0	1	134
PRSS37	1	0	3	0	0	2	0	15	3	3	6	4	906
OR9A4	16	3	50	9	6	0	2	0	0	10	0	12	10
CLEC5A	5737	1706	2518	922	513	41	252	965	50	534	109	226	843
TAS2R38	5	0	7	2	0	0	0	0	0	0	2	0	30
MGAM	58062	1820	12856	983	2437	5	91	116	28	118	186	1194	289
MGAM2	1081	34	220	22	111	2	3	9	0	4	9	21	47
MOXD2P	0	0	0	0	0	0	0	0	0	1	0	0	0
PRSS58	0	0	2	0	0	0	0	0	0	0	0	0	0
PRSS59P	0	0	0	0	1	1	1	0	1	0	0	1	0
TRBV1	0	5	0	10	3	9	16	6	10	8	0	2	0
TRBV2	5	109	27	161	84	259	223	192	111	196	3	70	0
LOC105375539	9	16	9	49	21	57	44	52	26	28	18	28	2
TRBV3-1	4	83	16	178	62	219	292	156	87	100	4	29	0
TRBV4-1	9	40	9	51	75	256	193	158	62	84	1	16	0
TRBV5-1	10	129	26	126	149	337	354	243	194	220	5	111	3
TRBV6-1	3	41	1	61	41	154	92	108	65	77	0	9	0
TRBV7-1	0	2	2	8	3	14	11	10	11	7	9	5	1
TRBV4-2	0	57	8	76	17	200	147	147	60	36	4	5	0
TRBV6-3	1	64	13	62	21	175	105	109	74	31	2	8	0
TRBV7-2	9	114	16	160	62	430	281	298	129	157	14	45	0
TRBV8-1	0	0	0	0	0	0	1	0	0	0	0	0	0
TRBV5-2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-4	0	6	1	12	55	23	42	41	50	20	0	9	2
TRBV7-3	5	19	7	38	29	101	90	64	35	47	0	5	0
TRBV8-2	2	0	1	2	0	0	2	1	0	1	0	0	0
TRBV5-3	0	1	1	4	2	13	10	10	8	7	0	0	0
TRBV9	5	48	22	46	39	129	174	86	61	59	7	36	0
TRBV10-1	0	6	1	7	11	15	14	22	6	13	0	2	0
TRBV11-1	1	9	1	10	3	32	23	24	18	7	1	2	1
TRBV12-1	0	1	0	0	4	2	0	3	0	2	0	1	2
TRBV10-2	0	8	0	9	6	36	29	39	14	25	0	4	0
TRBV11-2	4	58	5	44	20	134	126	100	52	51	5	24	0
TRBV12-2	0	3	1	0	1	0	5	2	2	2	1	3	0
TRBV6-5	1	35	16	60	35	231	137	167	87	75	1	13	0
TRBV7-4	1	13	5	14	6	16	40	15	21	10	7	3	0
LOC107986855	0	29	12	44	36	82	110	93	32	65	2	25	0
TRBV5-4	1	32	4	44	26	118	99	116	44	61	4	14	0
LOC105379749	5	44	16	104	19	57	110	48	35	56	10	27	1
TRBV6-6	1	21	3	110	25	109	142	69	41	45	0	14	1
TRBV7-5	1	13	2	10	8	15	21	11	14	15	0	6	1
MIR11400	0	2	0	1	2	0	2	0	2	4	0	1	1
TRBV5-5	0	12	13	31	21	46	45	32	26	22	3	13	0
TRBV6-7	0	2	0	2	2	3	6	0	5	2	0	1	0
TRBV7-6	0	21	3	57	19	54	51	44	33	33	3	3	2
TRBV5-6	2	28	5	34	22	115	156	80	46	45	0	60	1
TRBV6-8	0	3	0	4	3	9	13	7	6	8	0	3	0
TRBV7-7	0	8	0	11	11	25	19	8	12	12	0	8	0
TRBV5-7	1	4	4	9	5	19	31	21	10	11	0	8	0
TRBV7-9	4	115	28	198	95	386	238	266	131	189	3	71	0
TRBV13	0	11	4	82	12	46	290	33	39	26	0	14	0
TRBV10-3	4	41	7	58	25	183	120	143	54	65	0	27	0
TRBV11-3	1	3	4	6	4	30	22	15	15	8	1	1	0
TRBV12-3	2	33	16	70	129	118	179	129	66	74	1	14	0
TRBV12-4	2	37	72	59	90	162	205	119	82	80	1	16	1
TRBV12-5	0	4	19	7	5	18	22	25	11	20	5	3	0
TRBV14	0	137	9	45	55	135	166	111	58	47	11	39	0
TRBV15	0	56	1	55	36	80	97	62	39	45	6	23	0
TRBV16	0	0	0	0	3	9	11	3	1	3	0	3	0
TRBV17	0	0	0	0	0	2	0	0	1	0	4	1	0
TRBV18	0	93	4	46	46	224	181	187	61	77	4	19	0
TRBV19	1	148	19	165	77	414	311	345	171	237	4	38	0
TRBV20-1	3	520	17	278	244	583	523	424	259	268	6	91	0
TRBV21-1	3	24	3	25	25	54	50	50	26	28	0	5	0
TRBV22-1	0	0	0	0	0	0	0	0	2	0	0	0	0
TRBV23-1	2	35	6	70	45	60	211	59	91	84	4	14	0
TRBV24-1	0	47	3	29	13	69	102	74	47	49	3	12	4
MTRNR2L6	685	889	727	421	1553	415	838	590	2778	977	2494	1383	4
TRBV25-1	2	20	7	35	8	88	177	67	43	38	0	5	0
TRBVA	0	0	0	0	0	0	0	1	0	0	0	0	1
TRBV26	0	0	0	1	0	0	0	0	0	0	0	0	0
TRBVB	0	1	0	0	0	0	1	0	0	2	0	0	0
TRBV27	0	74	3	98	28	273	191	218	98	151	1	17	0
TRBV28	5	425	27	1317	217	426	650	404	347	240	51	265	0
PRSS1	4	118	19	145	105	211	349	170	123	187	18	129	0
TRBV29-1	4	117	19	142	103	207	345	170	118	185	16	129	0
PRSS2	2	1	1	6	0	10	9	13	4	8	2	0	0
TRBD1	1	6	2	27	22	47	47	50	23	36	0	20	0
TRBJ1-1	3	23	7	30	41	176	105	139	35	45	8	63	0
TRBJ1-2	1	24	4	49	46	73	87	53	76	41	3	25	0
TRBJ1-3	0	30	3	24	25	97	60	90	21	65	7	16	0
TRBJ1-4	1	29	0	49	36	81	63	67	34	68	6	8	0
TRBJ1-5	3	71	16	63	88	191	165	171	77	118	1	37	0
TRBJ1-6	1	49	3	44	28	115	121	78	42	65	0	18	0
TRBC1	149	3099	553	3789	3144	10236	8413	9005	6665	4186	739	3821	0
TRBD2	0	0	0	4	1	6	5	6	6	3	1	7	0
TRBJ2-1	5	134	28	224	117	397	310	289	168	147	14	139	0
TRBJ2-2	2	28	4	55	32	110	106	73	72	67	9	52	0
TRBJ2-2P	2	15	4	29	16	62	55	39	46	33	3	24	0
TRBJ2-3	2	110	7	92	91	191	198	163	175	102	5	69	0
TRBJ2-4	2	33	8	56	28	95	101	79	50	58	3	38	0
TRBJ2-5	2	25	5	47	23	88	79	68	55	48	7	33	0
TRBJ2-6	2	42	7	46	25	74	63	52	49	49	14	42	0
TRBJ2-7	5	71	7	105	72	269	308	231	173	132	85	124	0
TRBC2	206	5973	752	7870	4449	15337	16573	13960	11834	6503	1734	6520	0
TRBV30	0	25	8	56	20	116	41	70	26	53	2	15	0
LOC105375541	2	50	26	78	43	86	70	72	57	54	142	257	1
EPHB6	222	324	61	581	714	1256	1231	753	723	837	217	292	10
TRPV6	3	5	2	7	13	29	18	14	1	12	3	6	0
TRPV5	3	1	0	5	1	1	0	2	0	2	6	6	10
LOC105375542	1	0	0	0	4	0	1	1	0	0	7	3	6
LOC105375543	0	0	0	0	3	2	1	1	1	2	1	1	10
LLCFC1	3	0	0	0	2	0	2	1	0	0	2	9	0
KEL	11	10	7	6	13	9	7	27	4	11	1	6	23
OR9A2	0	0	0	0	0	0	0	0	1	0	0	0	7
LOC105375544	3	0	0	0	0	0	2	0	0	2	0	0	45
OR6V1	0	0	0	0	0	1	0	1	1	1	0	0	2
OR6W1P	0	0	0	0	0	0	1	2	0	0	0	0	3
PIP	0	0	0	1	0	0	0	0	0	1	0	0	3
TAS2R39	0	0	0	0	0	0	0	1	0	0	0	0	37
TAS2R40	131	3	54	5	7	0	1	0	0	0	0	3	4
LOC105375546	3	4	3	3	6	1	3	3	1	4	0	1	3
TMEM139-AS1	0	0	0	2	1	4	3	4	0	0	0	0	20
GSTK1	5649	5988	5647	5124	5100	5542	7068	5305	5296	6910	547	2970	628
TMEM139	0	2	4	7	5	45	10	37	8	7	3	15	46
CASP2	1681	1659	622	2666	1056	2963	2361	2569	928	1588	325	602	1300
CLCN1	48	9	4	10	14	2	1	2	1	20	0	4	8
FAM131B	1814	780	532	776	704	315	414	247	89	418	21	78	710
FAM131B-AS1	1	0	1	2	0	2	0	2	1	0	2	4	23
FAM131B-AS2	1326	332	721	651	742	234	369	218	181	357	106	340	75
ZYX	50570	17097	14877	18486	15802	4804	10982	5387	3560	11279	485	4108	147
MIR6892	3	8	3	2	4	1	3	1	1	2	3	1	5
EPHA1	3807	1413	1231	1598	1440	798	1521	895	903	1259	204	944	20
EPHA1-AS1	14	42	108	121	56	58	174	70	170	97	198	285	220
TAS2R60	1	1	5	5	3	0	3	0	1	1	0	1	2
TAS2R41	0	1	1	0	0	0	1	1	0	0	0	1	2
LOC105375547	8	95	31	50	30	1	37	12	86	31	37	74	10
OR10AC1	0	0	0	0	0	0	0	0	0	0	0	0	2
CTAGE15	26	26	18	12	12	63	19	63	16	12	3	16	167
LOC101928466	6	30	17	43	14	108	35	100	25	26	237	190	241
TCAF2	2205	1920	710	1472	698	3624	1461	2791	411	1047	141	640	1307
CTAGE6	20	23	15	13	7	54	20	62	11	11	3	18	351
TCAF2P1	373	353	112	261	127	446	224	304	58	152	11	73	235
LOC154761	684	650	165	409	205	963	519	768	176	344	54	156	383
LOC112267988	8	31	20	43	17	85	28	78	19	25	190	167	386
TCAF1	64	465	146	503	193	819	883	572	404	529	149	293	3597
LOC105375549	0	4	1	9	5	9	10	30	27	4	59	42	48
OR2F1	0	0	0	0	0	2	0	1	0	0	0	0	11
OR2F2	0	0	0	0	0	0	0	0	0	0	0	0	1
OR6B1	0	0	0	0	0	1	0	0	0	0	0	0	0
OR2A5	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105375548	0	0	0	0	0	0	0	0	0	0	1	0	0
OR2A25	0	0	1	1	0	1	2	2	1	0	0	1	1
OR2A12	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A2	0	0	0	0	0	1	0	0	0	0	0	0	1
OR2A14	0	0	0	1	0	0	0	0	0	0	0	0	0
CTAGE4	23	34	27	19	16	63	24	52	23	14	7	29	103
ARHGEF35	95	86	75	79	39	103	59	64	60	24	90	53	4
ARHGEF35-AS1	22	36	33	66	34	76	90	50	57	27	12	30	1
LOC112267987	1	7	10	24	11	16	24	11	10	11	3	15	0
OR2A42	2	5	3	7	3	4	11	4	6	5	2	2	2
OR2A1-AS1	17	35	28	54	32	59	77	42	74	24	24	52	7
OR2A20P	20	34	37	48	25	62	70	57	47	16	3	25	3
OR2A7	2	12	8	10	2	15	9	6	4	2	2	2	2
ARHGEF34P	120	195	76	132	44	170	82	98	55	33	46	31	9
