	GSM3745998	GSM3745999	GSM3746000	GSM3746001	GSM3746002	GSM3746003	GSM3746004	GSM3746005	GSM3746006	GSM3746007	GSM3746010	GSM3746011	GSM3746012
UIMC1	1872	1742	1451	1431	1422	1536	1406	1165	1062	964	726	1264	988
ZNF346	690	712	520	524	472	508	739	612	465	407	361	547	456
FGFR4	23	10	13	8	17	20	16	12	6	11	8	5	3
NSD1	5870	5137	4667	5537	3626	4067	5749	4142	4202	2899	2778	4923	3508
RAB24	439	528	370	488	561	764	536	395	368	275	217	334	303
PRELID1	969	1884	751	1264	802	1478	1943	1787	1048	662	1009	1061	1006
MXD3	833	1549	657	1047	756	1179	1578	1425	809	505	753	848	724
LMAN2	2038	3442	1605	2407	2050	2594	3717	2866	1758	1389	1478	2031	1692
RGS14	439	601	337	408	702	560	760	633	320	366	281	516	401
SLC34A1	3	4	3	1	5	4	4	1	2	2	1	1	3
PFN3	0	0	0	0	0	0	0	0	0	0	0	0	0
F12	38	41	30	40	42	48	44	37	10	12	23	30	17
GRK6	1838	2491	1601	1720	1988	2516	2331	1925	1058	1018	965	1315	1067
PRR7-AS1	57	73	36	61	66	90	55	40	27	40	39	42	28
PRR7	147	166	165	151	155	145	214	151	92	119	105	115	93
DBN1	294	403	211	219	294	227	807	604	263	353	237	269	246
PDLIM7	209	321	201	254	251	372	238	191	88	84	79	130	94
DOK3	746	590	807	704	637	600	416	225	222	264	156	344	258
DDX41	1225	2059	924	1216	1050	1285	2365	1947	1058	837	962	1101	1048
FAM193B	857	830	729	804	681	887	900	777	460	408	378	556	376
LOC107986488	97	70	67	73	54	62	80	57	36	34	28	59	31
FAM193B-DT	1	1	0	1	0	5	1	1	1	3	0	5	1
TMED9	1728	2806	1441	2112	1674	2470	2752	2168	1522	1275	1242	1660	1605
B4GALT7	263	356	204	303	237	285	491	368	214	150	171	242	163
LOC202181	199	161	163	170	113	132	127	105	71	74	61	126	92
LOC107986489	0	0	0	0	0	1	0	0	0	0	0	0	0
FAM153A	1	1	0	1	1	0	0	0	0	0	0	0	1
LOC105377752	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986490	1	1	0	0	0	2	2	2	2	0	0	0	0
LOC107986491	1	1	0	1	0	0	1	0	0	0	0	0	0
LOC105377753	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC728554	824	1342	665	781	622	700	1757	1502	871	626	515	499	432
LOC100128340	12	33	13	15	3	2	44	20	11	8	8	11	9
PROP1	0	0	2	0	0	0	0	0	1	0	0	0	0
FAM153CP	1	1	0	1	0	0	1	0	0	0	1	0	1
LOC107986492	3	0	0	1	0	0	0	0	1	0	0	0	0
LOC105377754	0	0	0	0	0	0	0	0	0	0	0	0	0
N4BP3	10	15	7	15	3	44	35	16	14	14	6	6	6
RMND5B	849	1260	699	838	722	828	1357	1160	705	486	583	740	610
NHP2	802	1619	586	881	488	790	1852	1648	853	519	853	941	765
GMCL2	2	4	2	1	3	0	1	0	0	0	0	1	1
HNRNPAB	2744	4289	1978	2519	1952	2373	4984	4312	2770	1915	2642	2750	2363
PHYKPL	2026	2213	1902	2082	1579	2025	2213	1957	1364	1156	1174	1744	1327
LOC112267937	7	3	4	4	2	1	3	1	1	1	0	3	7
COL23A1	100	123	84	79	84	77	69	48	59	27	30	43	46
LOC105377757	9	5	10	6	2	3	2	2	1	0	2	2	1
LOC105377756	20	13	21	21	10	26	9	8	8	3	2	18	6
CLK4	718	760	536	533	728	727	510	393	445	626	348	699	524
MSANTD5	0	1	0	1	0	0	0	0	3	0	0	0	0
ZNF354A	311	287	187	212	306	284	361	297	253	271	229	341	232
AACSP1	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF354B	378	428	300	340	339	411	366	266	224	312	255	419	295
LOC107986493	23	17	14	11	9	13	9	7	6	6	0	7	0
ZFP2	17	9	6	12	20	9	8	4	15	13	5	6	14
ZNF454	0	0	0	0	0	0	0	0	0	0	2	0	0
GRM6	0	0	0	0	0	1	0	0	0	0	0	2	0
ZNF879	164	220	126	127	157	154	250	204	146	173	176	228	173
ZNF354C	442	481	360	343	357	367	468	322	278	257	303	407	294
ADAMTS2	3	1	4	2	0	4	1	0	2	0	0	0	4
LOC105377759	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986494	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377761	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC105377762	8	20	10	6	12	12	28	19	23	30	7	13	14
RUFY1	1853	2551	2586	3317	3752	3698	1931	1806	1723	2089	1390	1973	1790
RUFY1-AS1	150	203	200	222	284	254	147	89	99	150	58	105	109
HNRNPH1	11552	17163	9187	11569	10837	11291	19577	16133	10181	9563	10293	12855	10020
C5orf60	2	0	0	1	0	1	0	1	0	1	0	0	0
LOC105377763	20	33	17	20	19	19	24	21	12	18	12	8	16
CBY3	41	44	43	41	28	41	31	31	18	11	10	22	17
CANX	18315	32150	16387	23007	16105	23028	37571	33103	23091	24246	24420	28576	24156
MAML1	1324	1048	1085	1138	893	1092	1102	817	685	512	440	811	568
LTC4S	44	114	62	103	132	202	137	124	57	102	56	112	63
MGAT4B	1538	2007	1509	1721	2167	2334	1873	1492	866	962	677	998	720
MIR1229	3	8	2	8	4	7	3	6	2	2	3	2	1
SQSTM1	2050	4682	2404	5622	4499	7770	2927	2537	2910	2971	1419	2454	2940
MRNIP	150	219	156	243	194	272	154	99	102	73	64	88	119
MRNIP-DT	15	14	12	12	12	15	19	16	13	15	13	17	6
TBC1D9B	2437	3331	1978	2559	2554	3072	3110	2718	1770	1430	1641	2192	1976
RNF130	4935	6089	4100	4707	5424	6177	5282	4712	3597	4521	3504	5099	4293
MIR340	1	2	2	1	2	2	2	0	3	6	0	3	0
RASGEF1C	1	1	2	2	0	0	3	2	2	0	1	0	0
MAPK9	1091	991	837	877	823	923	1279	886	825	789	653	914	623
GFPT2	6	3	1	14	0	13	3	4	4	0	2	6	6
LOC102725231	14	7	5	3	10	1	5	0	2	6	1	2	6
CNOT6	2415	1225	1602	1776	840	929	1744	1084	1291	802	819	1698	1167
SCGB3A1	2	4	4	10	3	22	5	6	13	22	1	8	5
FLT4	4	27	6	16	3	5	48	44	20	20	20	17	23
LINC02222	0	0	0	0	0	1	0	0	0	0	0	0	0
OR2Y1	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT1	2063	3058	1920	2676	2607	3856	3123	2520	2121	1864	1376	2263	1974
LOC105377766	12	7	10	9	16	14	8	1	6	5	3	1	8
HEIH	232	367	177	266	321	399	384	366	272	306	199	269	255
LINC00847	202	245	214	256	228	342	313	222	228	266	140	225	228
ZFP62	921	1386	895	1168	813	1110	1587	1311	984	1061	753	1242	886
BTNL8	0	0	0	1	0	2	0	0	0	0	0	0	0
BTNL3	0	0	0	0	0	1	0	0	0	0	0	0	0
BTNL9	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8089	0	0	0	0	0	0	0	0	0	0	0	0	0
TRV-CAC1-2	1	3	0	0	0	0	1	0	1	0	1	1	0
TRL-AAG1-1	0	0	0	0	0	0	0	0	0	0	0	1	0
TRL-AAG1-2	0	0	0	0	0	0	0	0	0	0	0	1	0
TRV-CAC1-3	1	3	0	0	0	0	1	0	1	1	1	1	0
OR2V1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2V2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRV-AAC1-2	1	2	0	1	0	0	0	1	0	0	0	0	0
TRV-AAC1-3	0	1	0	1	2	0	1	1	0	3	0	0	0
TRV-CAC1-4	0	2	0	0	0	0	1	0	0	0	0	1	1
TRL-AAG1-3	0	2	1	0	0	0	5	1	1	0	1	0	0
TRL-AAG2-1	0	2	2	1	4	1	0	0	0	0	0	1	0
TRV-AAC2-1	0	0	0	0	0	0	0	0	0	0	0	1	0
TRP-TGG3-1	0	1	0	0	0	1	0	0	0	0	1	0	0
LINC01962	2	1	2	3	2	1	4	2	1	5	1	3	1
TRT-TGT6-1	4	14	5	15	7	6	3	2	3	3	1	2	2
TRIM7-AS2	3	2	4	3	4	4	16	8	4	6	7	4	6
TRIM7	25	25	24	38	21	34	39	22	15	34	15	21	19
TRIM7-AS1	3	4	9	9	8	6	5	5	2	2	2	7	3
TRA-TGC3-1	0	1	1	0	0	0	1	0	0	0	0	0	0
TRK-CTT2-2	79	97	54	69	45	68	83	48	74	95	53	63	61
TRV-AAC1-4	2	2	3	2	1	3	1	2	1	2	0	0	0
TRK-CTT2-3	1	2	0	1	0	1	0	1	1	2	0	5	0
TRV-CAC1-5	17	41	15	23	18	17	34	20	21	13	13	19	21
MIR4638	1	0	1	1	1	2	0	2	0	0	0	1	0
TRIM41	496	792	393	540	507	568	1110	884	397	391	441	500	465
RACK1	23638	40088	21150	26308	26612	38579	44389	36140	24457	28692	19729	29437	27269
SNORD96A	110	189	76	122	86	112	249	161	123	93	123	110	124
SNORD95	29	50	23	29	29	47	41	34	17	14	20	20	16
CTC-338M12.4	102	80	80	79	96	104	67	68	44	49	24	59	51
TRIM52	667	532	533	503	542	536	602	455	372	357	277	556	390
TRIM52-AS1	72	89	47	58	72	72	191	159	72	79	88	82	73
LOC105377771	41	24	39	34	18	22	30	24	17	10	13	18	12
LOC107986495	18	17	12	15	5	16	16	8	9	7	9	15	8
LOC100132062	28	20	32	23	16	21	23	11	11	10	10	13	8
OR4F3	8	2	4	4	1	3	2	1	0	0	2	4	4
LOC107986552	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00266-3	0	1	2	3	1	1	1	1	0	0	1	1	0
LOC105374869	0	0	0	0	0	1	0	3	2	1	0	0	1
LOC285766	0	0	0	0	0	0	0	0	2	1	0	0	0
LOC105374870	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723922	70	58	71	65	50	74	54	34	63	63	27	94	64
LOC107986553	38	23	37	27	17	18	18	9	24	12	8	37	20
DUSP22	1188	1135	1075	1216	1253	1495	921	679	697	766	489	882	751
IRF4	92	111	125	226	154	449	167	153	501	327	122	499	461
LOC105374875	5	1	11	4	4	1	4	5	10	4	2	8	5
EXOC2	1541	1925	1359	1642	1447	1736	2081	1578	1499	1262	1252	2082	1621
HUS1B	12	13	7	12	3	1	5	2	1	3	4	4	3
LOC105374873	8	0	3	6	0	0	2	0	0	0	1	2	0
LOC101927691	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927353	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01622	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374879	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986554	0	0	0	0	1	0	0	0	0	0	0	0	2
FOXQ1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01394	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267978	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXF2-DT	0	0	0	0	0	0	0	0	0	0	0	1	0
FOXF2	1	0	1	0	0	0	0	0	0	0	0	0	0
MIR6720	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723944	1	1	1	0	2	0	0	0	0	2	0	1	0
LOC105374883	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105374882	0	0	0	0	0	0	0	0	2	0	0	1	0
LOC107986555	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXCUT	1	0	0	0	0	0	0	0	0	0	0	0	0
FOXC1	1	2	1	3	1	0	0	0	1	2	1	2	0
GMDS	671	551	452	535	332	335	720	455	357	245	348	571	346
LOC107986514	44	7	19	19	2	3	10	1	5	4	1	11	4
LOC107986513	308	63	271	235	45	34	142	33	78	21	24	175	62
LOC107986512	98	38	79	60	14	12	31	10	14	0	13	30	11
GMDS-DT	94	97	87	118	82	86	101	71	40	59	26	72	57
LINC01600	3	1	0	1	0	3	0	1	1	0	1	1	1
LINC02521	0	1	0	0	0	0	0	0	0	0	0	0	0
MYLK4	442	477	342	434	457	413	428	372	277	314	276	395	289
WRNIP1	1592	2049	1309	1519	1692	1781	1706	1396	949	866	879	1254	1008
SERPINB1	12109	17437	9743	13020	12886	16904	10604	9274	8985	10417	9366	13260	11006
MIR4645	0	3	1	0	6	1	2	0	0	0	0	1	2
SERPINB9P1	41	47	44	69	67	78	15	12	23	18	5	6	11
SERPINB9-AS1	70	67	63	84	64	90	25	23	52	27	12	42	52
SERPINB9	1223	1189	978	1374	1315	1471	395	385	806	411	309	705	813
LOC105374887	2	1	2	3	2	5	1	4	3	2	0	3	0
SERPINB6	2458	2903	2119	2420	2361	2583	2083	1849	1489	1554	1293	1930	1711
LINC01011	61	42	59	83	113	94	36	29	34	57	23	48	36
NQO2-AS1	11	6	8	13	20	18	12	5	6	7	4	10	5
NQO2	589	941	547	696	659	810	624	534	466	388	376	563	561
HTATSF1P2	288	401	284	334	357	484	629	537	542	654	264	446	457
LOC101927759	28	39	42	40	54	44	14	12	9	15	8	24	19
RIPK1	1189	1295	948	1184	1008	982	1322	1054	1050	775	708	1036	861
LOC107986556	22	18	11	18	17	14	20	15	19	15	10	14	13
BPHL	96	172	88	104	59	131	185	200	106	74	104	159	117
TUBB2A	91	174	61	85	77	62	147	124	74	30	62	53	64
LOC105374889	0	0	0	0	0	1	0	0	1	1	1	1	0
LINC02525	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB2B	31	62	21	32	21	21	67	64	38	13	25	23	32
LOC100422781	1	0	0	0	0	0	0	0	0	0	0	0	0
PSMG4	586	558	492	566	286	360	582	513	281	212	284	353	318
SLC22A23	568	441	621	621	432	392	289	216	184	171	108	281	186
LOC105374890	19	10	19	18	9	3	5	4	5	0	0	14	4
LOC643327	16	17	20	25	24	13	6	6	5	8	2	5	8
LOC100507336	4	6	1	3	0	4	5	1	5	0	2	5	5
PXDC1	26	83	31	91	45	156	55	54	70	61	20	37	77
FAM50B	76	134	58	100	101	124	175	148	90	85	91	92	82
LOC107986557	0	0	0	0	0	0	1	1	0	0	0	0	1
LOC105374893	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC107986558	3	2	0	1	0	0	2	0	0	0	0	0	0
PRPF4B	4697	4914	3648	4124	3873	3892	5176	4228	3851	3848	3056	4761	3521
FAM217A	21	11	9	17	10	7	25	6	11	0	0	13	17
TEX56P	287	427	213	254	207	213	581	532	344	217	331	367	329
ECI2	704	1204	632	642	506	561	1410	1360	872	573	902	888	778
ECI2-DT	15	6	8	10	5	6	7	7	2	1	4	3	5
LOC107986559	1	0	0	0	0	0	0	0	1	0	0	0	0
LOC102724096	2	2	3	2	0	0	0	0	0	3	0	0	0
LOC101927888	2	0	2	10	2	17	0	1	0	0	0	0	1
LOC107986560	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986561	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105374894	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02533	0	0	0	0	0	0	0	0	0	0	0	0	0
KU-MEL-3	0	0	0	0	0	2	0	0	0	1	0	0	0
CDYL	1305	1549	1000	1178	1060	1312	1355	1157	973	906	700	1120	955
CDYL-AS1	0	2	2	2	2	0	4	3	1	1	0	0	5
LOC105374897	227	87	158	150	39	45	92	29	73	18	21	113	36
RPP40	176	289	94	159	82	123	355	297	169	119	216	217	164
LYRM4-AS1	75	90	49	60	24	27	90	78	45	25	50	64	58
LYRM4	507	795	388	491	349	544	963	885	595	485	617	628	614
PPP1R3G	15	23	5	17	9	24	13	4	6	8	3	11	1
MIR3691	3	3	2	2	2	1	0	2	0	0	0	2	3
FARS2	497	556	406	480	263	330	750	544	400	264	335	520	376
FARS2-AS1	13	5	17	23	7	2	14	5	10	3	2	14	2
LOC101927950	33	19	18	31	6	6	19	3	22	3	14	26	9
LOC107986515	122	55	122	161	32	40	146	58	74	18	54	160	72
LOC105374898	1	6	1	1	0	1	3	3	3	1	4	2	2
LOC107986516	1	1	2	1	0	0	1	0	0	0	0	1	0
NRN1	0	4	1	1	1	0	1	3	2	1	2	0	0
F13A1	730	1230	2314	3172	3434	2279	1361	1027	1562	2320	546	1750	1193
MIR7853	0	2	1	2	1	4	1	1	0	2	1	1	1
MIR5683	0	2	1	2	1	3	1	1	0	1	0	1	1
LY86-AS1	4	14	11	13	5	13	17	7	8	1	6	10	11
LY86	192	582	350	666	337	1050	1113	951	831	911	536	860	790
LOC101928004	249	252	231	268	177	254	178	180	193	116	79	174	116
LOC101928047	263	461	367	261	115	129	453	401	444	105	166	339	243
LOC105374901	5	2	6	5	5	4	2	0	2	1	1	4	0
LOC105374903	7	6	8	7	6	17	1	4	4	13	3	9	10
LINC03055	7	21	6	18	23	27	16	7	10	23	1	10	10
LOC105374904	1	0	1	0	0	0	0	0	0	0	0	0	0
RREB1	2999	2435	2827	2821	1954	2162	2555	1773	1352	874	920	1644	1079
SSR1	5631	5868	4482	5517	4021	4979	5283	4496	4025	3657	3567	5266	3981
CAGE1	11	14	6	10	9	7	11	10	7	12	9	11	10
RIOK1	839	1226	625	812	628	927	1382	1253	833	730	841	982	798
LOC102724234	0	1	0	0	1	0	0	0	0	0	0	0	0
DSP-AS1	0	0	0	0	0	1	0	0	0	3	0	0	0
DSP	2	6	2	23	8	36	10	12	95	95	2	1	3
SNRNP48	1184	1148	790	919	921	1166	1114	890	798	883	799	1201	930
LOC105374906	1	1	1	2	2	5	1	1	0	6	0	1	0
BMP6	266	288	232	242	271	456	363	340	243	237	203	259	212
LOC105374907	6	1	5	4	7	6	0	7	2	0	1	2	7
BLOC1S5-TXNDC5	3026	4657	2302	2659	2062	2719	4868	4284	2599	1999	2490	2937	2489
TXNDC5	2979	4585	2256	2597	2012	2663	4767	4199	2548	1945	2442	2866	2429
PIP5K1P1	14	10	7	18	8	9	18	4	13	1	7	20	6
EEF1E1-BLOC1S5	659	813	490	565	540	605	966	870	592	494	543	751	536
BLOC1S5	337	415	281	335	311	350	487	435	309	300	290	440	320
EEF1E1	572	592	360	385	372	417	672	638	411	297	394	496	327
SCARNA27	45	44	29	30	12	15	28	35	19	7	17	18	10
LOC105374910	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374911	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374912	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35B3	457	515	365	491	391	430	440	379	293	374	264	491	393
LOC100506207	10	7	6	9	3	21	14	6	4	5	0	6	2
HULC	1	1	4	0	1	0	0	0	2	0	0	0	1
LOC112267952	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105374913	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374914	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC107986562	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267894	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267856	0	0	0	0	0	0	0	0	0	0	0	0	0
OFCC1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374919	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374918	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105374920	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374921	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2A	1	1	0	1	0	2	1	1	4	0	3	1	1
TFAP2A-AS2	5	1	1	1	3	2	3	4	3	1	1	4	2
TFAP2A-AS1	0	0	0	0	0	1	0	0	0	0	0	0	3
LOC107986564	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC00518	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5689HG	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5689	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02522	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928146	5	7	5	5	4	5	0	1	3	1	2	2	2
GCNT2	567	400	381	525	307	505	323	270	340	163	209	330	309
LOC105374924	5	6	2	6	0	0	8	4	0	0	0	7	10
C6orf52	12	16	11	8	12	12	10	18	7	6	8	15	9
LOC105374923	2	0	1	1	0	1	2	1	2	0	0	0	0
PAK1IP1	588	911	426	599	410	561	1137	1065	729	536	738	703	599
TMEM14C	1244	1683	986	1150	1285	1384	1479	1292	974	922	828	1085	1009
TMEM14B	852	1566	753	938	660	874	1802	1636	1005	734	1121	1138	1036
MAK	193	89	133	97	72	59	50	45	64	46	19	100	53
GCM2	1	0	0	4	0	0	0	0	0	0	0	0	0
SYCP2L	82	105	119	141	107	147	153	115	187	124	59	128	67
LOC101928191	3	6	10	17	2	8	11	5	11	11	5	10	4
ELOVL2	4	9	15	13	4	9	16	7	7	3	0	15	4
ELOVL2-AS1	0	0	0	0	0	0	0	1	0	0	0	0	0
SMIM13	676	659	462	497	619	639	731	613	450	396	454	641	455
ERVFRD-1	176	55	138	142	59	39	65	24	62	14	22	107	35
NEDD9	394	445	318	545	602	1112	306	189	292	299	168	484	363
LOC105374925	133	57	91	156	79	96	45	30	44	32	18	78	51
LOC112267953	44	18	40	62	22	35	16	10	13	7	11	36	20
LOC105374927	1	0	0	3	6	2	0	3	3	0	0	3	0
LOC105374928	0	3	2	2	1	1	0	0	0	0	0	2	4
LOC105374929	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM170B	1393	1222	1348	1408	1424	1715	1045	797	923	1183	637	1513	1027
LOC340184	0	0	0	0	0	0	0	0	1	0	0	0	0
ADTRP	2	4	5	7	7	38	2	7	15	14	1	10	9
LOC107986566	1	1	0	2	3	6	4	1	5	10	1	3	2
LOC107986569	0	0	1	2	0	1	1	0	0	2	0	0	2
LOC107986567	0	0	0	2	0	3	0	0	1	1	0	0	0
LOC102724379	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986570	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928253	0	0	0	0	0	0	0	0	0	1	0	0	0
HIVEP1	801	797	830	1471	608	1441	816	472	935	640	374	1142	891
EDN1	2	12	2	7	3	31	16	19	23	9	3	8	5
LOC105374931	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02530	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984015	0	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR1	1644	1217	1171	1379	1116	1333	1324	858	770	726	557	992	775
LOC105374935	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105374934	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374933	28	11	18	11	4	8	8	2	4	2	2	9	1
TBC1D7-LOC100130357	434	407	338	379	287	344	256	195	159	146	160	221	165
LOC100130357	274	180	190	222	179	170	202	116	105	88	103	184	100
TBC1D7	434	429	328	385	285	346	256	189	154	143	160	207	165
LOC105374936	15	13	2	6	9	7	3	4	1	3	4	9	4
GFOD1	675	747	833	981	725	771	525	412	569	501	265	505	404
LOC105374937	9	14	7	16	4	9	9	6	11	4	7	8	7
SIRT5	263	355	233	327	262	331	437	386	312	271	283	457	315
LOC105374938	31	23	20	32	24	28	51	42	26	31	17	49	17
NOL7	1177	1780	934	1221	926	1276	2194	1953	1431	1157	1352	1356	1169
RANBP9	1749	1408	1411	1687	1490	1496	1595	1268	1093	1255	798	1453	1032
MCUR1	831	1218	757	1004	946	1020	1372	1280	946	844	837	1016	726
LOC107986571	27	37	25	23	27	28	40	43	28	16	19	27	28
RNF182	4	2	4	1	3	1	0	0	2	0	1	1	0
LOC105374939	0	0	0	0	0	2	0	0	0	2	0	0	0
CD83	230	801	246	1056	418	1901	372	416	1191	733	223	486	1208
LOC105374940	7	3	12	15	5	8	3	1	0	6	1	8	9
LINC01108	5	6	15	4	15	12	17	8	3	5	1	7	5
LOC105374943	4	3	9	7	9	8	2	2	2	5	0	5	5
LOC105374942	6	11	11	11	10	14	10	5	12	9	3	7	0
LOC101928331	10	6	15	7	6	27	8	6	11	2	0	3	5
LOC101928354	4	5	3	5	6	0	14	8	7	11	2	7	8
LOC102724463	0	2	0	2	4	2	5	2	2	3	3	1	0
LOC107986572	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC105374944	5	7	2	4	5	6	0	1	2	0	5	1	1
LOC105374945	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105374946	0	0	0	0	0	0	0	0	0	0	0	0	0
JARID2	2608	2954	2268	2809	2576	2689	3175	2593	1888	1841	1482	2443	1853
JARID2-AS1	38	29	39	44	20	16	36	18	15	12	8	29	11
DTNBP1	583	415	471	467	358	468	422	311	304	236	217	400	264
LOC105374947	198	111	168	219	128	158	105	69	83	92	66	150	99
LOC102724520	0	0	0	0	0	0	0	0	3	0	0	0	0
LOC105374948	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374949	0	2	0	0	0	1	1	1	0	0	0	0	0
LINC02543	0	0	0	0	0	1	0	0	0	0	0	0	0
MYLIP	661	417	472	685	682	709	473	351	332	362	250	517	374
MIR4639	7	1	6	10	4	9	4	3	1	1	1	7	2
LOC107986517	7	0	2	2	1	1	1	0	2	1	1	2	1
GMPR	754	740	952	1242	1052	1370	416	298	805	356	180	424	464
ATXN1	1401	764	1028	1256	1067	1102	494	368	521	495	300	825	559
ATXN1-AS1	58	44	38	48	64	59	19	17	26	28	25	47	26
LOC107986573	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374951	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101928463	0	0	0	0	0	0	0	0	0	0	0	0	0
STMND1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM24	0	0	0	0	0	0	0	0	0	0	2	0	0
CAP2	0	0	0	0	0	0	1	0	1	0	0	0	1
LOC101928491	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724591	9	5	7	2	8	4	6	1	4	0	0	6	1
FAM8A1	852	643	597	748	779	857	668	447	550	542	382	736	552
NUP153	4517	4568	3247	4273	2661	3359	5979	4706	4156	2581	3254	4165	3383
NUP153-AS1	174	192	122	192	127	148	235	172	135	88	85	156	103
KIF13A	1587	1507	1272	1540	1360	1527	1607	1208	1263	1200	849	1507	1248
LOC105374953	25	8	14	23	16	8	10	9	7	3	2	14	11
NHLRC1	66	73	39	60	53	58	90	60	41	51	43	40	44
TPMT	367	592	315	474	298	557	683	558	409	424	432	629	472
KDM1B	690	722	561	810	423	614	989	741	686	688	523	928	660
DEK	5995	9049	4464	6046	5335	6893	9669	9052	7365	6031	8194	8370	7202
RNF144B	291	525	237	524	190	675	528	460	496	282	305	516	490
LOC105374955	0	0	0	0	0	0	0	0	0	0	0	0	4
MIR548A1HG	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548A1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374957	0	0	0	0	0	0	0	0	0	0	0	0	0
TRQ-CTG1-1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374958	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928519	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986574	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374961	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986575	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374960	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374959	0	0	0	0	0	0	0	0	0	0	0	0	0
LNC-LBCS	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105374963	0	0	0	0	0	0	0	0	0	0	0	0	0
ID4	1	3	1	9	3	8	3	1	2	27	0	13	8
LOC105374965	19	14	19	12	6	5	12	1	7	4	1	6	6
MBOAT1	1874	1140	953	968	1762	1291	833	725	651	604	567	843	774
LOC101928573	0	0	4	0	7	0	1	2	3	5	2	3	4
LOC107986576	3	1	3	1	0	1	3	0	2	0	1	0	3
E2F3	2830	1629	1749	1770	1534	1271	1879	1453	1231	985	878	1549	1090
CDKAL1	1203	1349	928	1221	935	1023	1477	1214	1113	867	806	1216	999
LOC105374968	46	19	26	42	12	17	32	11	11	16	8	25	10
LOC107986577	7	1	3	6	1	0	2	2	2	0	0	0	2
